paper,config_key,source_file,paper_id,total_time,qubit_caps,env_type,runs,allocator,scenario,scenario_cat,base_frames,frame_step,cap_type,scale,capacity,experiment,winner,frames,model,reward,regret,avg_reward,model_avg_eff,eff_pct,gap_pct,retries,failures,misses_thrs,scenario_winner,scen_winner_eff,scen_winner_reward,scen_winner_gap,num_nodes,num_edges,num_paths,phys_p_init,phys_f_attenuation,phys_p_BSM,phys_p_GateErrors,phys_p_depol,phys_fusion_prob,phys_entanglement_prob,phys_noise_topology,phys_fid_noise_model,phys_fid_memory_model,phys_fid_gate_error_rate,keyattr_actk_type,keyattr_allocator,keyattr_attack,keyattr_entanglement_success_factor,keyattr_env_type,keyattr_external_contexts,keyattr_external_rewards,keyattr_external_topology,keyattr_fidelity_calculator,keyattr_frame_length,keyattr_noise_model,keyattr_qubit_capacities,keyattr_noise_model_data,keyattr_fidelity_calculator_data
paper12,1500_500,MultiRunEvaluator_1500-Default_All_All-1500_500_5_S1T.pkl,12,39.786309242248535,"(25, 25, 25, 25)",stochastic,5,Default,NONE,Baseline (No Attacks),1500,500,T,1.0,3500.0,1,EXPNeuralUCB,1500,GNEURALUCB,582.5259634829175,739.9675942770942,0.388350642321945,45.62892199055271,44.04754639936213,55.95245360063787,0,0,3,GNeuralUCB,45.62892199055271,1009.162494836163,54.37107800944729,100,426,4,,,,,,0.9,0.6,Graph,,,,,Default,,100,stochastic,"[array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]]), array([[2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ]]), array([[3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ]]), array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]])]","[[0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.324, 0.6350399999999999, 0.7884863999999999, 0.8545098240000001, 0.88166237184], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584]]",Graph with 100 nodes and 426 edges,FusionFidelityCalculator,1500,FusionNoiseModel,"(25, 25, 25, 25)","{'topology': 'Graph', 'paths': {'type': 'list', 'len': 4}, 'q': 0.9, 'p_avg': 0.6, 'edge_probs': {'type': 'dict', 'len': 852, 'sample_keys': ['(0, 6)', '(6, 0)', '(0, 19)', '(19, 0)', '(0, 34)', '(34, 0)', '(0, 46)', '(46, 0)']}}",
paper12,1500_500,MultiRunEvaluator_1500-Default_All_All-1500_500_5_S1T.pkl,12,39.786309242248535,"(25, 25, 25, 25)",stochastic,5,Default,NONE,Baseline (No Attacks),1500,500,T,1.0,3500.0,1,EXPNeuralUCB,1500,EXPNEURALUCB,592.441845799959,730.0517119600538,0.394961230533306,44.60618436673178,44.79733321373698,55.202666786263016,0,0,3,GNeuralUCB,45.62892199055271,1009.162494836163,54.37107800944729,100,426,4,,,,,,0.9,0.6,Graph,,,,,Default,,100,stochastic,"[array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]]), array([[2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ]]), array([[3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ]]), array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]])]","[[0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.324, 0.6350399999999999, 0.7884863999999999, 0.8545098240000001, 0.88166237184], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584]]",Graph with 100 nodes and 426 edges,FusionFidelityCalculator,1500,FusionNoiseModel,"(25, 25, 25, 25)","{'topology': 'Graph', 'paths': {'type': 'list', 'len': 4}, 'q': 0.9, 'p_avg': 0.6, 'edge_probs': {'type': 'dict', 'len': 852, 'sample_keys': ['(0, 6)', '(6, 0)', '(0, 19)', '(19, 0)', '(0, 34)', '(34, 0)', '(0, 46)', '(46, 0)']}}",
paper12,1500_500,MultiRunEvaluator_1500-Default_All_All-1500_500_5_S1T.pkl,12,39.786309242248535,"(25, 25, 25, 25)",stochastic,5,Default,NONE,Baseline (No Attacks),1500,500,T,1.0,3500.0,1,EXPNeuralUCB,1500,CPURSUITNEURALUCB,529.3603480694635,793.1332096905454,0.3529068987129756,43.44846835896849,40.02744247511287,59.97255752488713,0,0,3,GNeuralUCB,45.62892199055271,1009.162494836163,54.37107800944729,100,426,4,,,,,,0.9,0.6,Graph,,,,,Default,,100,stochastic,"[array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]]), array([[2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ]]), array([[3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ]]), array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]])]","[[0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.324, 0.6350399999999999, 0.7884863999999999, 0.8545098240000001, 0.88166237184], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584]]",Graph with 100 nodes and 426 edges,FusionFidelityCalculator,1500,FusionNoiseModel,"(25, 25, 25, 25)","{'topology': 'Graph', 'paths': {'type': 'list', 'len': 4}, 'q': 0.9, 'p_avg': 0.6, 'edge_probs': {'type': 'dict', 'len': 852, 'sample_keys': ['(0, 6)', '(6, 0)', '(0, 19)', '(19, 0)', '(0, 34)', '(34, 0)', '(0, 46)', '(46, 0)']}}",
paper12,1500_500,MultiRunEvaluator_1500-Default_All_All-1500_500_5_S1T.pkl,12,39.786309242248535,"(25, 25, 25, 25)",stochastic,5,Default,NONE,Baseline (No Attacks),1500,500,T,1.0,3500.0,1,EXPNeuralUCB,1500,ICPURSUITNEURALUCB,575.3642611130809,747.1292966469242,0.3835761740753873,45.34059415615702,43.50601617202653,56.49398382797347,0,0,3,GNeuralUCB,45.62892199055271,1009.162494836163,54.37107800944729,100,426,4,,,,,,0.9,0.6,Graph,,,,,Default,,100,stochastic,"[array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]]), array([[2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ]]), array([[3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ]]), array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]])]","[[0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.324, 0.6350399999999999, 0.7884863999999999, 0.8545098240000001, 0.88166237184], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584]]",Graph with 100 nodes and 426 edges,FusionFidelityCalculator,1500,FusionNoiseModel,"(25, 25, 25, 25)","{'topology': 'Graph', 'paths': {'type': 'list', 'len': 4}, 'q': 0.9, 'p_avg': 0.6, 'edge_probs': {'type': 'dict', 'len': 852, 'sample_keys': ['(0, 6)', '(6, 0)', '(0, 19)', '(19, 0)', '(0, 34)', '(34, 0)', '(0, 46)', '(46, 0)']}}",
paper12,1500_500,MultiRunEvaluator_1500-Default_All_All-1500_500_5_S1T.pkl,12,39.786309242248535,"(25, 25, 25, 25)",stochastic,5,Default,NONE,Baseline (No Attacks),1500,500,T,1.0,3500.0,2,GNeuralUCB,2000,ORACLE,1763.3247436800614,0.0,0.8816623718400307,0.0,,,0,0,0,GNeuralUCB,45.62892199055271,1009.162494836163,54.37107800944729,100,426,4,,,,,,0.9,0.6,Graph,,,,,Default,,100,stochastic,"[array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]]), array([[2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ]]), array([[3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ]]), array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]])]","[[0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.324, 0.6350399999999999, 0.7884863999999999, 0.8545098240000001, 0.88166237184], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584]]",Graph with 100 nodes and 426 edges,FusionFidelityCalculator,1500,FusionNoiseModel,"(25, 25, 25, 25)","{'topology': 'Graph', 'paths': {'type': 'list', 'len': 4}, 'q': 0.9, 'p_avg': 0.6, 'edge_probs': {'type': 'dict', 'len': 852, 'sample_keys': ['(0, 6)', '(6, 0)', '(0, 19)', '(19, 0)', '(0, 34)', '(34, 0)', '(0, 46)', '(46, 0)']}}",
paper12,1500_500,MultiRunEvaluator_1500-Default_All_All-1500_500_5_S1T.pkl,12,39.786309242248535,"(25, 25, 25, 25)",stochastic,5,Default,NONE,Baseline (No Attacks),1500,500,T,1.0,3500.0,2,GNeuralUCB,2000,GNEURALUCB,808.2050092399578,955.1197344400366,0.4041025046199789,45.62892199055271,45.83415574111622,54.16584425888378,0,0,3,GNeuralUCB,45.62892199055271,1009.162494836163,54.37107800944729,100,426,4,,,,,,0.9,0.6,Graph,,,,,Default,,100,stochastic,"[array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]]), array([[2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ]]), array([[3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ]]), array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]])]","[[0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.324, 0.6350399999999999, 0.7884863999999999, 0.8545098240000001, 0.88166237184], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584]]",Graph with 100 nodes and 426 edges,FusionFidelityCalculator,1500,FusionNoiseModel,"(25, 25, 25, 25)","{'topology': 'Graph', 'paths': {'type': 'list', 'len': 4}, 'q': 0.9, 'p_avg': 0.6, 'edge_probs': {'type': 'dict', 'len': 852, 'sample_keys': ['(0, 6)', '(6, 0)', '(0, 19)', '(19, 0)', '(0, 34)', '(34, 0)', '(0, 46)', '(46, 0)']}}",
paper12,1500_500,MultiRunEvaluator_1500-Default_All_All-1500_500_5_S1T.pkl,12,39.786309242248535,"(25, 25, 25, 25)",stochastic,5,Default,NONE,Baseline (No Attacks),1500,500,T,1.0,3500.0,2,GNeuralUCB,2000,EXPNEURALUCB,757.572449528256,1005.7522941517442,0.378786224764128,44.60618436673178,42.96273004978092,57.03726995021909,0,0,3,GNeuralUCB,45.62892199055271,1009.162494836163,54.37107800944729,100,426,4,,,,,,0.9,0.6,Graph,,,,,Default,,100,stochastic,"[array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]]), array([[2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ]]), array([[3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ]]), array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]])]","[[0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.324, 0.6350399999999999, 0.7884863999999999, 0.8545098240000001, 0.88166237184], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584]]",Graph with 100 nodes and 426 edges,FusionFidelityCalculator,1500,FusionNoiseModel,"(25, 25, 25, 25)","{'topology': 'Graph', 'paths': {'type': 'list', 'len': 4}, 'q': 0.9, 'p_avg': 0.6, 'edge_probs': {'type': 'dict', 'len': 852, 'sample_keys': ['(0, 6)', '(6, 0)', '(0, 19)', '(19, 0)', '(0, 34)', '(34, 0)', '(0, 46)', '(46, 0)']}}",
paper12,1500_500,MultiRunEvaluator_1500-Default_All_All-1500_500_5_S1T.pkl,12,39.786309242248535,"(25, 25, 25, 25)",stochastic,5,Default,NONE,Baseline (No Attacks),1500,500,T,1.0,3500.0,2,GNeuralUCB,2000,CPURSUITNEURALUCB,792.1245419606636,971.2002017193312,0.3960622709803318,43.44846835896849,44.92221553628848,55.07778446371152,0,0,3,GNeuralUCB,45.62892199055271,1009.162494836163,54.37107800944729,100,426,4,,,,,,0.9,0.6,Graph,,,,,Default,,100,stochastic,"[array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]]), array([[2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ]]), array([[3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ]]), array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]])]","[[0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.324, 0.6350399999999999, 0.7884863999999999, 0.8545098240000001, 0.88166237184], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584]]",Graph with 100 nodes and 426 edges,FusionFidelityCalculator,1500,FusionNoiseModel,"(25, 25, 25, 25)","{'topology': 'Graph', 'paths': {'type': 'list', 'len': 4}, 'q': 0.9, 'p_avg': 0.6, 'edge_probs': {'type': 'dict', 'len': 852, 'sample_keys': ['(0, 6)', '(6, 0)', '(0, 19)', '(19, 0)', '(0, 34)', '(34, 0)', '(0, 46)', '(46, 0)']}}",
paper12,1500_500,MultiRunEvaluator_1500-Default_All_All-1500_500_5_S1T.pkl,12,39.786309242248535,"(25, 25, 25, 25)",stochastic,5,Default,NONE,Baseline (No Attacks),1500,500,T,1.0,3500.0,2,GNeuralUCB,2000,ICPURSUITNEURALUCB,779.0367522887104,984.287991391286,0.3895183761443552,45.34059415615702,44.17999322477944,55.82000677522056,0,0,3,GNeuralUCB,45.62892199055271,1009.162494836163,54.37107800944729,100,426,4,,,,,,0.9,0.6,Graph,,,,,Default,,100,stochastic,"[array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]]), array([[2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ]]), array([[3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ]]), array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]])]","[[0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.324, 0.6350399999999999, 0.7884863999999999, 0.8545098240000001, 0.88166237184], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584]]",Graph with 100 nodes and 426 edges,FusionFidelityCalculator,1500,FusionNoiseModel,"(25, 25, 25, 25)","{'topology': 'Graph', 'paths': {'type': 'list', 'len': 4}, 'q': 0.9, 'p_avg': 0.6, 'edge_probs': {'type': 'dict', 'len': 852, 'sample_keys': ['(0, 6)', '(6, 0)', '(0, 19)', '(19, 0)', '(0, 34)', '(34, 0)', '(0, 46)', '(46, 0)']}}",
paper12,1500_500,MultiRunEvaluator_1500-Default_All_All-1500_500_5_S1T.pkl,12,39.786309242248535,"(25, 25, 25, 25)",stochastic,5,Default,NONE,Baseline (No Attacks),1500,500,T,1.0,3500.0,3,GNeuralUCB,2500,ORACLE,2204.155929600068,0.0,0.8816623718400272,0.0,,,0,0,0,GNeuralUCB,45.62892199055271,1009.162494836163,54.37107800944729,100,426,4,,,,,,0.9,0.6,Graph,,,,,Default,,100,stochastic,"[array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]]), array([[2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ]]), array([[3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ]]), array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]])]","[[0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.324, 0.6350399999999999, 0.7884863999999999, 0.8545098240000001, 0.88166237184], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584]]",Graph with 100 nodes and 426 edges,FusionFidelityCalculator,1500,FusionNoiseModel,"(25, 25, 25, 25)","{'topology': 'Graph', 'paths': {'type': 'list', 'len': 4}, 'q': 0.9, 'p_avg': 0.6, 'edge_probs': {'type': 'dict', 'len': 852, 'sample_keys': ['(0, 6)', '(6, 0)', '(0, 19)', '(19, 0)', '(0, 34)', '(34, 0)', '(0, 46)', '(46, 0)']}}",
paper12,1500_500,MultiRunEvaluator_1500-Default_All_All-1500_500_5_S1T.pkl,12,39.786309242248535,"(25, 25, 25, 25)",stochastic,5,Default,NONE,Baseline (No Attacks),1500,500,T,1.0,3500.0,3,GNeuralUCB,2500,GNEURALUCB,1042.3017192767022,1161.85421032329,0.4169206877106808,45.62892199055271,47.28802101881342,52.71197898118658,0,0,3,GNeuralUCB,45.62892199055271,1009.162494836163,54.37107800944729,100,426,4,,,,,,0.9,0.6,Graph,,,,,Default,,100,stochastic,"[array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]]), array([[2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ]]), array([[3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ]]), array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]])]","[[0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.324, 0.6350399999999999, 0.7884863999999999, 0.8545098240000001, 0.88166237184], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584]]",Graph with 100 nodes and 426 edges,FusionFidelityCalculator,1500,FusionNoiseModel,"(25, 25, 25, 25)","{'topology': 'Graph', 'paths': {'type': 'list', 'len': 4}, 'q': 0.9, 'p_avg': 0.6, 'edge_probs': {'type': 'dict', 'len': 852, 'sample_keys': ['(0, 6)', '(6, 0)', '(0, 19)', '(19, 0)', '(0, 34)', '(34, 0)', '(0, 46)', '(46, 0)']}}",
paper12,1500_500,MultiRunEvaluator_1500-Default_All_All-1500_500_5_S1T.pkl,12,39.786309242248535,"(25, 25, 25, 25)",stochastic,5,Default,NONE,Baseline (No Attacks),1500,500,T,1.0,3500.0,3,GNeuralUCB,2500,EXPNEURALUCB,1020.3797250628384,1183.7762045371535,0.4081518900251353,44.60618436673178,46.29344554801895,53.70655445198105,0,0,3,GNeuralUCB,45.62892199055271,1009.162494836163,54.37107800944729,100,426,4,,,,,,0.9,0.6,Graph,,,,,Default,,100,stochastic,"[array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]]), array([[2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ],
       [2.        , 0.54901961, 0.9       ]]), array([[3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ],
       [3.        , 0.39705882, 0.9       ]]), array([[3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ],
       [3.        , 0.55882353, 0.9       ]])]","[[0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.324, 0.6350399999999999, 0.7884863999999999, 0.8545098240000001, 0.88166237184], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584], [0.1944, 0.5334336, 0.7380232703999999, 0.8326343725056001, 0.8726341491523584]]",Graph with 100 nodes and 426 edges,FusionFidelityCalculator,1500,FusionNoiseModel,"(25, 25, 25, 25)","{'topology': 'Graph', 'paths': {'type': 'list', 'len': 4}, 'q': 0.9, 'p_avg': 0.6, 'edge_probs': {'type': 'dict', 'len': 852, 'sample_keys': ['(0, 6)', '(6, 0)', '(0, 19)', '(19, 0)', '(0, 34)', '(34, 0)', '(0, 46)', '(46, 0)']}}",
